mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__var_smoothing,param_vec__bow__max_df,param_vec__bow__min_df,param_vec__bow__ngram_range,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0.2675344944000244,0.009288594855373648,0.09346613883972169,0.0022007120318521516,3.1622776601683795e-05,0.9,1,"(1, 1)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",0.5452393955943928,0.5486983433460768,0.5505188421627526,0.5457028404952659,0.5446103423160962,0.5469539527829168,0.002269309721326261,11,0.5695833127980577,0.5747248137421548,0.5761335204106194,0.5724614875000479,0.5715789953579157,0.5728964259617592,0.002311851900241558,9,0.5457291779890703,0.5473818674593098,0.5494278068974635,0.5438242043879442,0.5420021275108361,0.5456730368489249,0.0026044311792501455,11
0.27124342918395994,0.005226331379092278,0.09278125762939453,0.0016755238615042164,3.1622776601683795e-05,1.0,1,"(1, 1)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",0.5452393955943928,0.5486983433460768,0.5505188421627526,0.5457028404952659,0.5446103423160962,0.5469539527829168,0.002269309721326261,11,0.5695833127980577,0.5747248137421548,0.5761335204106194,0.5724614875000479,0.5715789953579157,0.5728964259617592,0.002311851900241558,9,0.5457291779890703,0.5473818674593098,0.5494278068974635,0.5438242043879442,0.5420021275108361,0.5456730368489249,0.0026044311792501455,11
0.29350528717041013,0.019750857210215883,0.10413789749145508,0.004856754242962686,1.7782794100389227e-07,0.9,2,"(1, 1)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",0.537411250682687,0.553795740032769,0.5457855452393956,0.5446103423160962,0.5444282592862345,0.5452062275114364,0.0052122415882275884,13,0.5637815984312792,0.5796654389139938,0.5730549591142962,0.5728778709498504,0.5714288452077656,0.5721617425234371,0.005067150852374629,13,0.5369107352871455,0.5525786608693521,0.5439707154965472,0.5420475017306196,0.5417900323218784,0.5434595291411085,0.005120305009394299,13
0.2733731746673584,0.008448598095815607,0.09630384445190429,0.002339833019355984,1.7782794100389227e-07,1.0,2,"(1, 1)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",0.537411250682687,0.553795740032769,0.5457855452393956,0.5446103423160962,0.5444282592862345,0.5452062275114364,0.0052122415882275884,13,0.5637815984312792,0.5796654389139938,0.5730549591142962,0.5728778709498504,0.5714288452077656,0.5721617425234371,0.005067150852374629,13,0.5369107352871455,0.5525786608693521,0.5439707154965472,0.5420475017306196,0.5417900323218784,0.5434595291411085,0.005120305009394299,13
0.2709845542907715,0.004047702786275967,0.09701566696166992,0.001544242282138561,1.7782794100389227e-07,1.0,1,"(1, 1)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",0.5388676497360276,0.5483342435827416,0.5445111960677226,0.5435178441369264,0.5444282592862345,0.5439318385619306,0.0030259100604820744,15,0.5651631484126631,0.5743804133977544,0.5720440829562826,0.5720410444060829,0.5714288452077656,0.5710115068761097,0.003093643807505482,15,0.5384235504354361,0.547010124207843,0.542647523669348,0.5407349314570173,0.5417900323218784,0.5421212324183046,0.0028242741126282295,15
0.3070401191711426,0.019537026265275897,0.11140432357788085,0.009160129807082805,1.7782794100389227e-07,0.9,1,"(1, 1)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",0.5388676497360276,0.5483342435827416,0.5445111960677226,0.5435178441369264,0.5444282592862345,0.5439318385619306,0.0030259100604820744,15,0.5651631484126631,0.5743804133977544,0.5720440829562826,0.5720410444060829,0.5714288452077656,0.5710115068761097,0.003093643807505482,15,0.5384235504354361,0.547010124207843,0.542647523669348,0.5407349314570173,0.5417900323218784,0.5421212324183046,0.0028242741126282295,15
0.2688915252685547,0.006867600463664655,0.09490408897399902,0.0016609996907347058,1e-09,1.0,2,"(1, 1)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",0.5352266521026762,0.553795740032769,0.5405060986710358,0.5387836853605243,0.5444282592862345,0.542548087090648,0.006355919942323783,17,0.5631950861394858,0.5796654389139938,0.5693700871715822,0.568284480752347,0.5714288452077656,0.5703887876370348,0.005373140199247294,17,0.533758613678299,0.5525786608693521,0.5379291653904824,0.5356605413827134,0.5417900323218784,0.540343402728545,0.0066769972008008886,17
0.26378641128540037,0.005911542487074662,0.09296092987060547,0.003216638305346267,1e-09,0.9,2,"(1, 1)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",0.5352266521026762,0.553795740032769,0.5405060986710358,0.5387836853605243,0.5444282592862345,0.542548087090648,0.006355919942323783,17,0.5631950861394858,0.5796654389139938,0.5693700871715822,0.568284480752347,0.5714288452077656,0.5703887876370348,0.005373140199247294,17,0.533758613678299,0.5525786608693521,0.5379291653904824,0.5356605413827134,0.5417900323218784,0.540343402728545,0.0066769972008008886,17
0.26691446304321287,0.0034758041410400493,0.09784483909606934,0.002022622843176751,1e-09,0.9,1,"(1, 1)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",0.5365010012743492,0.5483342435827416,0.5390496996176952,0.5387836853605243,0.5444282592862345,0.5414193778243089,0.00432715642339884,19,0.5644864765145702,0.5743804133977544,0.5681009995956704,0.5685208038678476,0.5714288452077656,0.5693835077167216,0.0033323406621675548,19,0.5350788438818797,0.547010124207843,0.5364361232166917,0.5354589833257424,0.5417900323218784,0.5391548213908071,0.00461116580523781,19
0.2650743007659912,0.0036565150661224174,0.09323701858520508,0.00284986366322622,1e-09,1.0,1,"(1, 1)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",0.5365010012743492,0.5483342435827416,0.5390496996176952,0.5387836853605243,0.5444282592862345,0.5414193778243089,0.00432715642339884,19,0.5644864765145702,0.5743804133977544,0.5681009995956704,0.5685208038678476,0.5714288452077656,0.5693835077167216,0.0033323406621675548,19,0.5350788438818797,0.547010124207843,0.5364361232166917,0.5354589833257424,0.5417900323218784,0.5391548213908071,0.00461116580523781,19
0.5313834190368653,0.0195779770675719,0.11097369194030762,0.004690532441039725,3.1622776601683795e-05,0.9,1,"(1, 2)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",0.524485709084289,0.5290369561259786,0.5381394502093574,0.5229424617625638,0.5336853605243991,0.5296579875413175,0.005663768587701906,21,0.5541621603838536,0.5609972072399818,0.5686472814748503,0.5541233055371872,0.5626143239253779,0.5601088557122502,0.005498386129296858,21,0.5242874507021639,0.5270626913401179,0.5373207440079311,0.522284823677803,0.5326365709492037,0.5287184561354439,0.005533858927405934,21
0.5495673656463623,0.015758367085628187,0.11050252914428711,0.0011991268103063778,3.1622776601683795e-05,1.0,1,"(1, 2)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",0.524485709084289,0.5290369561259786,0.5381394502093574,0.5229424617625638,0.5336853605243991,0.5296579875413175,0.005663768587701906,21,0.5541621603838536,0.5609972072399818,0.5686472814748503,0.5541233055371872,0.5626143239253779,0.5601088557122502,0.005498386129296858,21,0.5242874507021639,0.5270626913401179,0.5373207440079311,0.522284823677803,0.5326365709492037,0.5287184561354439,0.005533858927405934,21
0.6445333003997803,0.0428443698321146,0.12156519889831544,0.004491765897818595,3.1622776601683795e-05,1.0,2,"(1, 2)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",0.5248498088476242,0.527580557072638,0.5388676497360276,0.523306627822287,0.531864530225783,0.529293834740872,0.005599959678995677,23,0.5545706350853873,0.5592910688286411,0.5695280789680809,0.5544036315244542,0.5619491577075125,0.5599485144228152,0.005583371341103612,23,0.5245107788666278,0.5262880090663288,0.5379995432275128,0.5227096292675506,0.5301789368116152,0.5283373794479271,0.005427026911482774,23
0.6100632190704346,0.03383329946984135,0.1164322853088379,0.0058126130987237725,3.1622776601683795e-05,0.9,2,"(1, 2)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",0.5248498088476242,0.527580557072638,0.5388676497360276,0.523306627822287,0.531864530225783,0.529293834740872,0.005599959678995677,23,0.5545706350853873,0.5592910688286411,0.5695280789680809,0.5544036315244542,0.5619491577075125,0.5599485144228152,0.005583371341103612,23,0.5245107788666278,0.5262880090663288,0.5379995432275128,0.5227096292675506,0.5301789368116152,0.5283373794479271,0.005427026911482774,23
0.6280357837677002,0.04885182519192166,0.12071857452392579,0.008530700750881021,1.7782794100389227e-07,1.0,1,"(1, 2)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",0.5215729109776078,0.5223011105042782,0.5312215547059894,0.5176620538965768,0.5340495265841224,0.5253614313337149,0.006210038776137624,25,0.5539931512550321,0.5563587335263636,0.564275701216216,0.5510538069664034,0.5631068472970787,0.5577576480522188,0.0051413778873070125,25,0.5192479919256763,0.5187357390018553,0.5287121338813403,0.5153034654688612,0.5328981631253152,0.5229794986806097,0.006664805105212348,25
0.6145823955535888,0.061186418504584277,0.11469521522521972,0.0016258006262590734,1.7782794100389227e-07,0.9,1,"(1, 2)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",0.5215729109776078,0.5223011105042782,0.5312215547059894,0.5176620538965768,0.5340495265841224,0.5253614313337149,0.006210038776137624,25,0.5539931512550321,0.5563587335263636,0.564275701216216,0.5510538069664034,0.5631068472970787,0.5577576480522188,0.0051413778873070125,25,0.5192479919256763,0.5187357390018553,0.5287121338813403,0.5153034654688612,0.5328981631253152,0.5229794986806097,0.006664805105212348,25
0.6094555854797363,0.04950763265236136,0.11985592842102051,0.009061560987095001,1.7782794100389227e-07,0.9,2,"(1, 2)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",0.5223011105042782,0.5223011105042782,0.5312215547059894,0.5172978878368536,0.5264020393299345,0.5239047405762667,0.004659743169099403,27,0.5547901263450664,0.5561536434368805,0.564275701216216,0.5505612835947026,0.558057119625243,0.5567675748436216,0.004490883048436774,27,0.5198419698442477,0.5192366433402442,0.5287377645971958,0.51501245249417,0.5236427072316113,0.5212943075014939,0.004620065013225614,27
0.5834831237792969,0.02243977765311023,0.11274714469909668,0.001735939321973814,1.7782794100389227e-07,1.0,2,"(1, 2)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",0.5223011105042782,0.5223011105042782,0.5312215547059894,0.5172978878368536,0.5264020393299345,0.5239047405762667,0.004659743169099403,27,0.5547901263450664,0.5561536434368805,0.564275701216216,0.5505612835947026,0.558057119625243,0.5567675748436216,0.004490883048436774,27,0.5198419698442477,0.5192366433402442,0.5287377645971958,0.51501245249417,0.5236427072316113,0.5212943075014939,0.004620065013225614,27
0.5511143684387207,0.009893717057550131,0.1104886531829834,0.0011061886134003855,1e-09,0.9,1,"(1, 2)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",0.51465501547424,0.5128345166575642,0.5252139086109594,0.5114712308812819,0.5340495265841224,0.5196448396416335,0.008678666483191565,29,0.5492152935539214,0.5492409503970198,0.5604865481010278,0.5473899835082355,0.5631068472970787,0.5538879245714566,0.006544943947369022,29,0.5107507378856538,0.5070611980698915,0.5206818745052212,0.506748867420541,0.5328981631253152,0.5156281682013246,0.009998169413981958,29
0.5437910556793213,0.010022084485120094,0.110205078125,0.001674077872657228,1e-09,1.0,1,"(1, 2)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",0.51465501547424,0.5128345166575642,0.5252139086109594,0.5114712308812819,0.5340495265841224,0.5196448396416335,0.008678666483191565,29,0.5492152935539214,0.5492409503970198,0.5604865481010278,0.5473899835082355,0.5631068472970787,0.5538879245714566,0.006544943947369022,29,0.5107507378856538,0.5070611980698915,0.5206818745052212,0.506748867420541,0.5328981631253152,0.5156281682013246,0.009998169413981958,29
0.5469960689544677,0.02087316522375132,0.1096963882446289,0.0021607435890786167,1e-09,1.0,2,"(1, 2)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",0.5153832150009102,0.5126524667758966,0.5261241580192972,0.5111070648215587,0.5249453750910416,0.5180424559417409,0.0062799267007087245,31,0.549948126682072,0.5487578366191084,0.5614935962803126,0.5469615344936681,0.5579410310772778,0.5530204250304878,0.005662611174012051,31,0.5113761847530762,0.5075464989274839,0.5214930838534384,0.5064612593112332,0.5212218893285739,0.5136197832347611,0.00652600736869657,31
0.5379988670349121,0.006586730008122829,0.10815992355346679,0.001562722062453737,1e-09,0.9,2,"(1, 2)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",0.5153832150009102,0.5126524667758966,0.5261241580192972,0.5111070648215587,0.5249453750910416,0.5180424559417409,0.0062799267007087245,31,0.549948126682072,0.5487578366191084,0.5614935962803126,0.5469615344936681,0.5579410310772778,0.5530204250304878,0.005662611174012051,31,0.5113761847530762,0.5075464989274839,0.5214930838534384,0.5064612593112332,0.5212218893285739,0.5136197832347611,0.00652600736869657,31
0.5264602661132812,0.011440912036020393,0.10895662307739258,0.0028517113926809124,1.0,1.0,1,"(1, 2)","{'model__var_smoothing': np.float64(1.0), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",0.4815219370107409,0.500819224467504,0.4900782814491171,0.5010924981791697,0.4943554260742899,0.49357347343616426,0.007308953252853451,33,0.4267143835288063,0.4528401152678609,0.436354121105728,0.45263068450729116,0.4429243155464235,0.44229272399122194,0.009964652468214435,33,0.38085307479463615,0.42675621970687844,0.394464133296931,0.4198033061842929,0.40880399500986275,0.40613614579852025,0.01670069277386869,33
0.5482545375823975,0.007597754431869372,0.11546545028686524,0.002296021117298353,1.0,0.9,1,"(1, 2)","{'model__var_smoothing': np.float64(1.0), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",0.4815219370107409,0.500819224467504,0.4900782814491171,0.5010924981791697,0.4943554260742899,0.49357347343616426,0.007308953252853451,33,0.4267143835288063,0.4528401152678609,0.436354121105728,0.45263068450729116,0.4429243155464235,0.44229272399122194,0.009964652468214435,33,0.38085307479463615,0.42675621970687844,0.394464133296931,0.4198033061842929,0.40880399500986275,0.40613614579852025,0.01670069277386869,33
0.542069959640503,0.021831359022778003,0.11229062080383301,0.002675520572757882,1.0,0.9,2,"(1, 2)","{'model__var_smoothing': np.float64(1.0), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",0.4813398871290734,0.5006371745858366,0.4908064809757874,0.5010924981791697,0.49308084486525855,0.4933913771470252,0.00726395726643425,35,0.4265643009834063,0.4526260283485717,0.43735925529564823,0.4525666101501577,0.4413365439072379,0.4420905477370044,0.009846443252215955,35,0.3807342384082895,0.426474603036229,0.3959813540328207,0.4196958233529458,0.40634992977613144,0.4058471897212833,0.016404405619057958,35
0.5362524509429931,0.0215390149380743,0.11040635108947754,0.0010839315129324554,1.0,1.0,2,"(1, 2)","{'model__var_smoothing': np.float64(1.0), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",0.4813398871290734,0.5006371745858366,0.4908064809757874,0.5010924981791697,0.49308084486525855,0.4933913771470252,0.00726395726643425,35,0.4265643009834063,0.4526260283485717,0.43735925529564823,0.4525666101501577,0.4413365439072379,0.4420905477370044,0.009846443252215955,35,0.3807342384082895,0.426474603036229,0.3959813540328207,0.4196958233529458,0.40634992977613144,0.4058471897212833,0.016404405619057958,35
0.2927046298980713,0.022608050780542188,0.10787773132324219,0.009117115964195158,1.0,0.9,1,"(1, 1)","{'model__var_smoothing': np.float64(1.0), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",0.4831603859457491,0.500819224467504,0.4891680320407792,0.5027312454479242,0.48780043699927167,0.4927358649802457,0.007668455010930252,37,0.426349312937547,0.44969213524126816,0.4334331961892737,0.4508496748856646,0.4336010512103057,0.4387850740928118,0.009743545771828541,37,0.3794790258308898,0.4216832973876982,0.3905763870535057,0.41892907626866677,0.39539412795046064,0.40121238289824424,0.01644539371179625,37
0.27935104370117186,0.030014207787260036,0.09517621994018555,0.0015699400674115903,1.0,1.0,1,"(1, 1)","{'model__var_smoothing': np.float64(1.0), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",0.4831603859457491,0.500819224467504,0.4891680320407792,0.5027312454479242,0.48780043699927167,0.4927358649802457,0.007668455010930252,37,0.426349312937547,0.44969213524126816,0.4334331961892737,0.4508496748856646,0.4336010512103057,0.4387850740928118,0.009743545771828541,37,0.3794790258308898,0.4216832973876982,0.3905763870535057,0.41892907626866677,0.39539412795046064,0.40121238289824424,0.01644539371179625,37
0.2605445384979248,0.0016001295431508382,0.09409351348876953,0.0024044209531790175,1.0,1.0,2,"(1, 1)","{'model__var_smoothing': np.float64(1.0), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",0.4837065355907519,0.5006371745858366,0.4877116329874386,0.502367079388201,0.48780043699927167,0.4924445719103,0.007561704462478301,39,0.42690787018448084,0.44943837487190086,0.4313990283453372,0.4504853002282308,0.4336010512103057,0.4383663249680511,0.00971603924109458,39,0.3802201261392679,0.4214604215433469,0.386808982243892,0.41851244542257393,0.39539412795046064,0.40047922065990826,0.01666476812237523,39
0.2640115737915039,0.0035206643092679313,0.09640679359436036,0.0018532243707997267,1.0,0.9,2,"(1, 1)","{'model__var_smoothing': np.float64(1.0), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",0.4837065355907519,0.5006371745858366,0.4877116329874386,0.502367079388201,0.48780043699927167,0.4924445719103,0.007561704462478301,39,0.42690787018448084,0.44943837487190086,0.4313990283453372,0.4504853002282308,0.4336010512103057,0.4383663249680511,0.00971603924109458,39,0.3802201261392679,0.4214604215433469,0.386808982243892,0.41851244542257393,0.39539412795046064,0.40047922065990826,0.01666476812237523,39
